"","reviewid","title","artist","url","score","best_new_music","author","author_type","pub_date","pub_weekday","pub_day","pub_month","pub_year","year","review_release_years"
"471",19326,"to be kind","swans","http://pitchfork.com/reviews/albums/19326-swans-to-be-kind/",9.2,1,"stuart berman","contributor",2014-05-12,0,12,5,2014,2014,0
"472",16964,"the seer","swans","http://pitchfork.com/reviews/albums/16964-the-seer/",9,1,"mike powell","contributor",2012-08-27,0,27,8,2012,2012,0
"473",20578,"currents","tame impala","http://pitchfork.com/reviews/albums/20578-currents/",9.3,1,"ian cohen","contributor",2015-07-13,0,13,7,2015,2015,0
"474",17131,"lonerism","tame impala","http://pitchfork.com/reviews/albums/17131-lonerism/",9,1,"ian cohen","contributor",2012-10-08,0,8,10,2012,2012,0
"475",14279,"innerspeaker","tame impala","http://pitchfork.com/reviews/albums/14279-innerspeaker/",8.5,1,"zach kelly","contributor",2010-05-28,4,28,5,2010,2010,0
"476",8314,"the loon","tapes 'n tapes","http://pitchfork.com/reviews/albums/8314-the-loon/",8.3,1,"sam ubl",NA,2006-02-27,0,27,2,2006,2006,0
"477",4739,"hearts of oak","ted leo and the pharmacists","http://pitchfork.com/reviews/albums/4739-hearts-of-oak/",8.3,1,"rob mitchum","contributor",2003-02-07,4,7,2,2003,2003,0
"478",14449,"love king","the-dream","http://pitchfork.com/reviews/albums/14449-love-king/",8.6,1,"david drake","contributor",2010-07-13,1,13,7,2010,2010,0
"479",187,"everything is good here/please come home","the angels of light","http://pitchfork.com/reviews/albums/187-everything-is-good-hereplease-come-home/",8.6,1,"dominique leone","contributor",2003-01-20,0,20,1,2003,2003,0
"480",15411,"burst apart","the antlers","http://pitchfork.com/reviews/albums/15411-burst-apart/",8.2,1,"ian cohen","contributor",2011-05-12,3,12,5,2011,2011,0
"481",13196,"hospice","the antlers","http://pitchfork.com/reviews/albums/13196-hospice/",8.5,1,"brian howe","contributor",2009-08-04,1,4,8,2009,2009,0
"482",22065,"wildflower","the avalanches","http://pitchfork.com/reviews/albums/22065-wildflower/",8.5,1,"mark richardson","executive editor",2016-07-08,4,8,7,2016,2016,0
"483",855,"the lemon of pink","the books","http://pitchfork.com/reviews/albums/855-the-lemon-of-pink/",8.4,1,"mark richardson","executive editor",2003-10-08,2,8,10,2003,2003,0
"484",1157,"the best party ever","the boy least likely to","http://pitchfork.com/reviews/albums/1157-the-best-party-ever/",8.5,1,"marc hogan","senior staff writer",2005-04-26,1,26,4,2005,2005,0
"485",12000,"london zoo","the bug","http://pitchfork.com/reviews/albums/12000-london-zoo/",8.6,1,"nate patrin","contributor",2008-07-30,2,30,7,2008,2008,0
"486",10206,"god save the clientele","the clientele","http://pitchfork.com/reviews/albums/10206-god-save-the-clientele/",8.3,1,"mark richardson","executive editor",2007-05-10,3,10,5,2007,2007,0
"487",1507,"strange geometry","the clientele","http://pitchfork.com/reviews/albums/1507-strange-geometry/",8.6,1,"mark richardson","executive editor",2005-10-13,3,13,10,2005,2005,0
"488",2519,"ode to joy","the deadly snakes","http://pitchfork.com/reviews/albums/2519-ode-to-joy/",8.5,1,"amanda petrusich","contributor",2003-09-21,6,21,9,2003,2003,0
"489",9472,"the crane wife","the decemberists","http://pitchfork.com/reviews/albums/9472-the-crane-wife/",8.4,1,"stephen m. deusner","contributor",2006-10-03,1,3,10,2006,2006,0
"490",2243,"picaresque","the decemberists","http://pitchfork.com/reviews/albums/2243-picaresque/",8.3,1,"stephen m. deusner","contributor",2005-03-23,2,23,3,2005,2005,0
"491",2239,"her majesty the decemberists","the decemberists","http://pitchfork.com/reviews/albums/2239-her-majesty-the-decemberists/",8.2,1,"chris dahlen",NA,2003-09-07,6,7,9,2003,2003,0
"492",2241,"castaways and cutouts","the decemberists","http://pitchfork.com/reviews/albums/2241-castaways-and-cutouts/",8.1,1,"eric carr","contributor",2003-03-25,1,25,3,2003,2002,1
"493",11268,"visiter","the dodos","http://pitchfork.com/reviews/albums/11268-visiter/",8.5,1,"ian cohen","contributor",2008-03-21,4,21,3,2008,2008,0
"494",2875,"guitar romantic","the exploding hearts","http://pitchfork.com/reviews/albums/2875-guitar-romantic/",8.8,1,"matt lemay","contributor",2003-04-08,1,8,4,2003,2003,0
"495",18538,"cupid's head","the field","http://pitchfork.com/reviews/albums/18538-the-field-cupids-head/",8.7,1,"larry fitzmaurice","contributor",2013-10-02,2,2,10,2013,2013,0
"496",15790,"looping state of mind","the field","http://pitchfork.com/reviews/albums/15790-looping-state-of-mind/",8.5,1,"jess harvell","contributor",2011-09-07,2,7,9,2011,2011,0
"497",10022,"from here we go sublime","the field","http://pitchfork.com/reviews/albums/10022-from-here-we-go-sublime/",9,1,"jess harvell","contributor",2007-03-26,0,26,3,2007,2007,0
"498",3273,"ep","the fiery furnaces","http://pitchfork.com/reviews/albums/3273-ep/",8.9,1,"rob mitchum","contributor",2005-01-12,2,12,1,2005,2005,0
"499",3272,"blueberry boat","the fiery furnaces","http://pitchfork.com/reviews/albums/3272-blueberry-boat/",9.6,1,"chris dahlen",NA,2004-07-13,1,13,7,2004,2004,0
"500",13522,"embryonic","the flaming lips","http://pitchfork.com/reviews/albums/13522-embryonic/",9,1,"stuart berman","contributor",2009-10-12,0,12,10,2009,2009,0
"501",3321,"connected","the foreign exchange","http://pitchfork.com/reviews/albums/3321-connected/",8.6,1,"jamin warren",NA,2004-09-14,1,14,9,2004,2004,0
"502",3316,"the futureheads","the futureheads","http://pitchfork.com/reviews/albums/3316-the-futureheads/",8.3,1,"sam ubl",NA,2004-07-29,3,29,7,2004,2004,0
"503",3654,"thunder, lightning, strike","the go! team","http://pitchfork.com/reviews/albums/3654-thunder-lightning-strike/",8.7,1,"ryan schreiber","editor-in-chief",2004-10-26,1,26,10,2004,2004,0
"504",17732,"excavation","the haxan cloak","http://pitchfork.com/reviews/albums/17732-the-mirror-reflecting-part-2-excavation/",8.7,1,"nick neyland","contributor",2013-04-17,2,17,4,2013,2013,0
"505",9474,"boys and girls in america","the hold steady","http://pitchfork.com/reviews/albums/9474-boys-and-girls-in-america/",9.4,1,"scott plagenhoef","contributor",2006-10-02,0,2,10,2006,2006,0
"506",3977,"separation sunday","the hold steady","http://pitchfork.com/reviews/albums/3977-separation-sunday/",8.7,1,"tom breihan","contributor",2005-05-05,3,5,5,2005,2005,0
"507",17847,"shaking the habitual","the knife","http://pitchfork.com/reviews/albums/17847-the-knife-shaking-the-habitual/",8.4,1,"lindsay zoladz","contributor",2013-04-08,0,8,4,2013,2013,0
"508",4590,"silent shout","the knife","http://pitchfork.com/reviews/albums/4590-silent-shout/",8.6,1,"mark pytlik","contributor",2006-02-13,0,13,2,2006,2006,0
"509",16295,"open your heart","the men","http://pitchfork.com/reviews/albums/16295-open-your-heart/",8.5,1,"ian cohen","contributor",2012-03-05,0,5,3,2012,2012,0
"510",5267,"mount eerie","the microphones","http://pitchfork.com/reviews/albums/5267-mount-eerie/",8.9,1,"eric carr","contributor",2003-01-20,0,20,1,2003,2003,0
"511",13965,"big echo","the morning benders","http://pitchfork.com/reviews/albums/13965-big-echo/",8.2,1,"larry fitzmaurice","contributor",2010-03-17,2,17,3,2010,2010,0
"512",13483,"the life of the world to come","the mountain goats","http://pitchfork.com/reviews/albums/13483-the-life-of-the-world-to-come/",8.4,1,"mike powell","contributor",2009-10-14,2,14,10,2009,2009,0
"513",18030,"trouble will find me","the national","http://pitchfork.com/reviews/albums/18030-the-national-trouble-will-find-me/",8.4,1,"ian cohen","contributor",2013-05-21,1,21,5,2013,2013,0
"514",14203,"high violet","the national","http://pitchfork.com/reviews/albums/14203-high-violet/",8.7,1,"andrew gaerig","contributor",2010-05-10,0,10,5,2010,2010,0
"515",10242,"boxer","the national","http://pitchfork.com/reviews/albums/10242-boxer/",8.6,1,"stephen m. deusner","contributor",2007-05-21,0,21,5,2007,2007,0
"516",5773,"twin cinema","the new pornographers","http://pitchfork.com/reviews/albums/5773-twin-cinema/",9,1,"rob mitchum","contributor",2005-08-21,6,21,8,2005,2005,0
"517",15270,"belong","the pains of being pure at heart","http://pitchfork.com/reviews/albums/15270-belong/",8.2,1,"ian cohen","contributor",2011-04-01,4,1,4,2011,2011,0
"518",12644,"the pains of being pure at heart","the pains of being pure at heart","http://pitchfork.com/reviews/albums/12644-the-pains-of-being-pure-at-heart/",8.4,1,"ian cohen","contributor",2009-02-06,4,6,2,2009,2009,0
"519",9244,"we are the pipettes","the pipettes","http://pitchfork.com/reviews/albums/9244-we-are-the-pipettes/",8.4,1,"scott plagenhoef","contributor",2006-07-26,2,26,7,2006,2006,0
"520",6542,"mazatlan","the plastic constellations","http://pitchfork.com/reviews/albums/6542-mazatlan/",8.5,1,"sam ubl",NA,2004-06-28,0,28,6,2004,2004,0
"521",14146,"clinging to a scheme","the radio dept.","http://pitchfork.com/reviews/albums/14146-clinging-to-a-scheme/",8.3,1,"larry fitzmaurice","contributor",2010-04-26,0,26,4,2010,2010,0
"522",18679,"nonfiction","the range","http://pitchfork.com/reviews/albums/18679-the-range-nonfiction/",8.2,1,"mike powell","contributor",2013-10-31,3,31,10,2013,2013,0
"523",6693,"echoes","the rapture","http://pitchfork.com/reviews/albums/6693-echoes/",9,1,"ryan schreiber","editor-in-chief",2003-09-09,1,9,9,2003,2003,0
"524",11219,"sea lion","the ruby suns","http://pitchfork.com/reviews/albums/11219-sea-lion/",8.3,1,"andrew gaerig","contributor",2008-03-07,4,7,3,2008,2008,0
"525",16390,"port of morrow","the shins","http://pitchfork.com/reviews/albums/16390-port-of-morrow/",8.4,1,"larry fitzmaurice","contributor",2012-03-19,0,19,3,2012,2012,0
"526",7114,"chutes too narrow","the shins","http://pitchfork.com/reviews/albums/7114-chutes-too-narrow/",8.9,1,"matt lemay","contributor",2003-10-20,0,20,10,2003,2003,0
"527",7314,"do you party?","the soft pink truth","http://pitchfork.com/reviews/albums/7314-do-you-party/",8.4,1,"dominique leone","contributor",2003-02-04,1,4,2,2003,2003,0
"528",7533,"a grand don't come for free","the streets","http://pitchfork.com/reviews/albums/7533-a-grand-dont-come-for-free/",9.1,1,"scott plagenhoef","contributor",2004-05-17,0,17,5,2004,2004,0
"529",14110,"the wild hunt","the tallest man on earth","http://pitchfork.com/reviews/albums/14110-the-wild-hunt/",8.5,1,"stephen m. deusner","contributor",2010-04-15,3,15,4,2010,2010,0
"530",9328,"the body, the blood, the machine","the thermals","http://pitchfork.com/reviews/albums/9328-the-body-the-blood-the-machine/",8.5,1,"amanda petrusich","contributor",2006-08-22,1,22,8,2006,2006,0
"531",10668,"a new chance","the tough alliance","http://pitchfork.com/reviews/albums/10668-a-new-chance/",8.6,1,"marc hogan","senior staff writer",2007-10-19,4,19,10,2007,2007,0
"532",10111,"fourteen autumns and fifteen winters","the twilight sad","http://pitchfork.com/reviews/albums/10111-fourteen-autumns-and-fifteen-winters/",8.6,1,"mark richardson","executive editor",2007-04-12,3,12,4,2007,2007,0
"533",8380,"who will cut our hair when we're gone?","the unicorns","http://pitchfork.com/reviews/albums/8380-who-will-cut-our-hair-when-were-gone/",8.9,1,"eric carr","contributor",2003-11-11,1,11,11,2003,2003,0
"534",13518,"warm heart of africa","the very best","http://pitchfork.com/reviews/albums/13518-warm-heart-of-africa/",8.6,1,"brian howe","contributor",2009-10-06,1,6,10,2009,2009,0
"535",12503,"esau mwamwaya and radioclit are the very best","the very best","http://pitchfork.com/reviews/albums/12503-esau-mwamwaya-and-radioclit-are-the-very-best/",8.6,1,"scott plagenhoef","contributor",2008-12-04,3,4,12,2008,2008,0
"536",14605,"lisbon","the walkmen","http://pitchfork.com/reviews/albums/14605-lisbon/",8.6,1,"tom breihan",NA,2010-09-13,0,13,9,2010,2010,0
"537",12084,"you & me","the walkmen","http://pitchfork.com/reviews/albums/12084-you-me/",8.5,1,"jason crock",NA,2008-08-18,0,18,8,2008,2008,0
"538",8572,"bows and arrows","the walkmen","http://pitchfork.com/reviews/albums/8572-bows-and-arrows/",9.2,1,"eric carr","contributor",2004-02-05,3,5,2,2004,2004,0
"539",19094,"lost in the dream","the war on drugs","http://pitchfork.com/reviews/albums/19094-the-war-on-drugs-lost-in-the-dream/",8.8,1,"stuart berman","contributor",2014-03-18,1,18,3,2014,2014,0
"540",15733,"slave ambient","the war on drugs","http://pitchfork.com/reviews/albums/15733-slave-ambient/",8.3,1,"stuart berman","contributor",2011-08-23,1,23,8,2011,2011,0
"541",15264,"house of balloons","the weeknd","http://pitchfork.com/reviews/albums/15264-house-of-balloons/",8.5,1,"joe colly","contributor",2011-03-29,1,29,3,2011,2011,0
"542",8742,"the meadowlands","the wrens","http://pitchfork.com/reviews/albums/8742-the-meadowlands/",9.5,1,"ryan schreiber","editor-in-chief",2003-09-29,0,29,9,2003,2003,0
"543",13400,"xx","the xx","http://pitchfork.com/reviews/albums/13400-xx/",8.7,1,"andrew gaerig","contributor",2009-08-28,4,28,8,2009,2009,0
"544",18103,"field of reeds","these new puritans","http://pitchfork.com/reviews/albums/18103-these-new-puritans-field-of-reeds/",8.4,1,"laura snapes","contributor",2013-06-14,4,14,6,2013,2013,0
"545",20760,"the beyond / where the giants roam","thundercat","http://pitchfork.com/reviews/albums/20760-the-beyond-where-the-giants-roam/",8.3,1,"seth colter walls","contributor",2015-06-26,4,26,6,2015,2015,0
"546",18559,"virgins","tim hecker","http://pitchfork.com/reviews/albums/18559-tim-hecker-virgins/",8.3,1,"mike powell","contributor",2013-10-15,1,15,10,2013,2013,0
"547",15124,"ravedeath, 1972","tim hecker","http://pitchfork.com/reviews/albums/15124-ravedeath-1972/",8.6,1,"joe colly","contributor",2011-02-18,4,18,2,2011,2011,0
"548",9497,"harmony in ultraviolet","tim hecker","http://pitchfork.com/reviews/albums/9497-harmony-in-ultraviolet/",8.7,1,"mark richardson","executive editor",2006-10-16,0,16,10,2006,2006,0
"549",11066,"rip it off","times new viking","http://pitchfork.com/reviews/albums/11066-rip-it-off/",8.4,1,"jason crock",NA,2008-01-22,1,22,1,2008,2008,0
"550",14010,"the monitor","titus andronicus","http://pitchfork.com/reviews/albums/14010-the-monitor/",8.7,1,"rob mitchum","contributor",2010-03-12,4,12,3,2010,2010,0
"551",11202,"the airing of grievances","titus andronicus","http://pitchfork.com/reviews/albums/11202-the-airing-of-grievances/",8.5,1,"adam moerder",NA,2008-04-25,4,25,4,2008,2008,0
"552",16854,"tnght ep","tnght","http://pitchfork.com/reviews/albums/16854-tnght-ep/",8.5,1,"larry fitzmaurice","contributor",2012-07-25,2,25,7,2012,2012,0
"553",20153,"goon","tobias jesso jr.","http://pitchfork.com/reviews/albums/20153-goon/",8.5,1,"mark richardson","executive editor",2015-03-16,0,16,3,2015,2015,0
"554",19148,"it's album time","todd terje","http://pitchfork.com/reviews/albums/19148-todd-terje-its-album-time/",8.7,1,"mike powell","contributor",2014-04-07,0,7,4,2014,2014,0
"555",15129,"underneath the pine","toro y moi","http://pitchfork.com/reviews/albums/15129-underneath-the-pine/",8.3,1,"ian cohen","contributor",2011-02-25,4,25,2,2011,2011,0
"556",15911,"awake ep","trash talk","http://pitchfork.com/reviews/albums/15911-awake/",8.2,1,"brandon stosuy","contributor",2011-10-14,4,14,10,2011,2011,0
"557",15321,"w h o k i l l","tune-yards","http://pitchfork.com/reviews/albums/15321-w-h-o-k-i-l-l/",8.8,1,"matthew perpetua",NA,2011-04-18,0,18,4,2011,2011,0
"558",12246,"dear science","tv on the radio","http://pitchfork.com/reviews/albums/12246-dear-science/",9.2,1,"chris dahlen",NA,2008-09-22,0,22,9,2008,2008,0
"559",8196,"young liars ep","tv on the radio","http://pitchfork.com/reviews/albums/8196-young-liars-ep/",8.9,1,"eric carr","contributor",2003-07-27,6,27,7,2003,2003,0
"560",16805,"confess","twin shadow","http://pitchfork.com/reviews/albums/16805-confess/",8.6,1,"ian cohen","contributor",2012-07-06,4,6,7,2012,2012,0
"561",14675,"forget","twin shadow","http://pitchfork.com/reviews/albums/14675-forget/",8.4,1,"liz colville",NA,2010-10-04,0,4,10,2010,2010,0
"562",16744,"slaughterhouse","ty segall band","http://pitchfork.com/reviews/albums/16744-slaughterhouse/",8.7,1,"stuart berman","contributor",2012-06-25,0,25,6,2012,2012,0
"563",17963,"modern vampires of the city","vampire weekend","http://pitchfork.com/reviews/albums/17963-vampire-weekend-modern-vampires-of-the-city/",9.3,1,"ryan dombal","senior editor",2013-05-13,0,13,5,2013,2013,0
"564",13807,"contra","vampire weekend","http://pitchfork.com/reviews/albums/13807-contra/",8.6,1,"mike powell","contributor",2010-01-11,0,11,1,2010,2010,0
"565",11058,"vampire weekend","vampire weekend","http://pitchfork.com/reviews/albums/11058-vampire-weekend/",8.8,1,"nitsuh abebe","contributor",2008-01-28,0,28,1,2008,2008,0
"566",19356,"hyperdub 10.1","various artists","http://pitchfork.com/reviews/albums/19356-hyperdub-101/",8.5,1,"larry fitzmaurice","contributor",2014-05-21,2,21,5,2014,2014,0
"567",18134,"after dark 2","various artists","http://pitchfork.com/reviews/albums/18134-after-dark-2/",8.3,1,"andrew gaerig","contributor",2013-05-31,4,31,5,2013,2013,0
"568",13614,"5: five years of hyperdub","various artists","http://pitchfork.com/reviews/albums/13614-5-five-years-of-hyperdub/",8.2,1,"mike powell","contributor",2009-10-28,2,28,10,2009,2009,0
"569",12717,"dark was the night","various artists","http://pitchfork.com/reviews/albums/12717-dark-was-the-night/",8.6,1,"scott plagenhoef","contributor",2009-02-26,3,26,2,2009,2009,0
"570",10351,"after dark","various artists","http://pitchfork.com/reviews/albums/10351-after-dark/",8.3,1,"marc hogan","senior staff writer",2007-06-22,4,22,6,2007,2007,0
"571",2058,"run the road","various artists","http://pitchfork.com/reviews/albums/2058-run-the-road/",9.1,1,"mark pytlik","contributor",2005-02-11,4,11,2,2005,2005,0
"572",2032,"dfa compilation #2","various artists","http://pitchfork.com/reviews/albums/2032-dfa-compilation-2/",9,1,"nick sylvester","contributor",2004-11-03,2,3,11,2004,2004,0
"573",1136,"lookaftering","vashti bunyan","http://pitchfork.com/reviews/albums/1136-lookaftering/",8.5,1,"matthew murphy","contributor",2005-10-27,3,27,10,2005,2005,0
"574",20086,"viet cong","preoccupations","http://pitchfork.com/reviews/albums/20086-viet-cong/",8.5,1,"ian cohen","contributor",2015-01-22,3,22,1,2015,2015,0
"575",21518,"a cosmic rhythm with each stroke","vijay iyer, wadada leo smith","http://pitchfork.com/reviews/albums/21518-a-cosmic-rhythm-with-each-stroke/",8.5,1,"seth colter walls","contributor",2016-03-23,2,23,3,2016,2016,0
"576",8514,"vaudeville villain","viktor vaughn","http://pitchfork.com/reviews/albums/8514-vaudeville-villain/",9.1,1,"rollie pemberton",NA,2003-09-15,0,15,9,2003,2003,0
"577",20719,"summertime '06","vince staples","http://pitchfork.com/reviews/albums/20719-summertime-06/",8.8,1,"jayson greene","senior editor",2015-06-29,0,29,6,2015,2015,0
"578",19849,"hell can wait ep","vince staples","http://pitchfork.com/reviews/albums/19849-vince-staples-hell-can-wait-ep/",8.5,1,"craig jenkins","contributor",2014-10-14,1,14,10,2014,2014,0
"579",8538,"ok cowboy","vitalic","http://pitchfork.com/reviews/albums/8538-ok-cowboy/",8.6,1,"mark pytlik","contributor",2005-04-28,3,28,4,2005,2005,0
"580",12286,"vivian girls","vivian girls","http://pitchfork.com/reviews/albums/12286-vivian-girls/",8.5,1,"amy granzin","contributor",2008-10-03,4,3,10,2008,2008,0
"581",13506,"unmap","volcano choir","http://pitchfork.com/reviews/albums/13506-unmap/",8.3,1,"mark richardson","executive editor",2009-09-24,3,24,9,2009,2009,0
"582",15614,"within and without","washed out","http://pitchfork.com/reviews/albums/15614-within-and-without/",8.3,1,"brandon soderberg","contributor",2011-07-11,0,11,7,2011,2011,0
"583",14415,"king of the beach","wavves","http://pitchfork.com/reviews/albums/14415-king-of-the-beach/",8.4,1,"ian cohen","contributor",2010-07-01,3,1,7,2010,2010,0
"584",12783,"wavvves","wavves","http://pitchfork.com/reviews/albums/12783-wavvves/",8.1,1,"david bevan","contributor",2009-03-04,2,4,3,2009,2009,0
"585",17688,"cerulean salt","waxahatchee","http://pitchfork.com/reviews/albums/17688-waxahatchee-cerulean-salt/",8.4,1,"lindsay zoladz","contributor",2013-03-07,3,7,3,2013,2013,0
"586",22463,"front row seat to earth","weyes blood","http://pitchfork.com/reviews/albums/22463-front-row-seat-to-earth/",8.3,1,"jillian mapes","senior editor",2016-10-19,2,19,10,2016,2016,0
"587",21849,"paradise","white lung","http://pitchfork.com/reviews/albums/21849-paradise/",8.4,1,"laura snapes","contributor",2016-05-06,4,6,5,2016,2016,0
"588",19460,"deep fantasy","white lung","http://pitchfork.com/reviews/albums/19460-white-lung-deep-fantasy/",8.6,1,"ian cohen","contributor",2014-06-17,1,17,6,2014,2014,0
"589",21871,"light upon the lake","whitney","http://pitchfork.com/reviews/albums/21871-light-upon-the-lake/",8.3,1,"matthew schnipper","managing editor",2016-06-06,0,6,6,2016,2016,0
"590",8670,"oaklandazulasylum","why?","http://pitchfork.com/reviews/albums/8670-oaklandazulasylum/",8.1,1,"chris dahlen",NA,2003-07-03,3,3,7,2003,2003,0
"591",13382,"two dancers","wild beasts","http://pitchfork.com/reviews/albums/13382-two-dancers/",8.4,1,"stuart berman","contributor",2009-08-31,0,31,8,2009,2009,0
"592",16969,"nocturne","wild nothing","http://pitchfork.com/reviews/albums/16969-nocturne/",8.3,1,"ian cohen","contributor",2012-08-28,1,28,8,2012,2012,0
"593",14280,"gemini","wild nothing","http://pitchfork.com/reviews/albums/14280-gemini/",8.2,1,"ian cohen","contributor",2010-06-03,3,3,6,2010,2010,0
"594",8791,"wilderness","wilderness","http://pitchfork.com/reviews/albums/8791-wilderness/",8.5,1,"ryan schreiber","editor-in-chief",2005-06-23,3,23,6,2005,2004,1
"595",577,"the disintegration loops i-iv","william basinski","http://pitchfork.com/reviews/albums/577-the-disintegration-loops-i-iv/",9.4,1,"joe tangari","contributor",2004-04-08,3,8,4,2004,2003,1
"596",8794,"apologies to the queen mary","wolf parade","http://pitchfork.com/reviews/albums/8794-apologies-to-the-queen-mary/",9.2,1,"brandon stosuy","contributor",2005-09-25,6,25,9,2005,2005,0
"597",15835,"celestial lineage","wolves in the throne room","http://pitchfork.com/reviews/albums/15835-celestial-lineage/",8.6,1,"brandon stosuy","contributor",2011-09-23,4,23,9,2011,2011,0
"598",12837,"songs of shame","woods","http://pitchfork.com/reviews/albums/12837-songs-of-shame/",8.3,1,"matthew murphy","contributor",2009-04-24,4,24,4,2009,2009,0
"599",15567,"go tell fire to the mountain","wu lyf","http://pitchfork.com/reviews/albums/15567-go-tell-fire-to-the-mountain/",8.4,1,"ian cohen","contributor",2011-06-23,3,23,6,2011,2011,0
"600",8826,"fabulous muscles","xiu xiu","http://pitchfork.com/reviews/albums/8826-fabulous-muscles/",9,1,"matt lemay","contributor",2004-02-17,1,17,2,2004,2004,0
"601",13334,"see mystery lights","yacht","http://pitchfork.com/reviews/albums/13334-see-mystery-lights/",8.5,1,"rebecca raber",NA,2009-08-05,2,5,8,2009,2009,0
"602",9397,"i am not afraid of you and i will beat your ass","yo la tengo","http://pitchfork.com/reviews/albums/9397-i-am-not-afraid-of-you-and-i-will-beat-your-ass/",8.3,1,"mark richardson","executive editor",2006-09-11,0,11,9,2006,2006,0
"603",22329,"jeffery","young thug","http://pitchfork.com/reviews/albums/22329-jeffery/",8.5,1,"sheldon pearce","associate staff writer",2016-09-01,3,1,9,2016,2016,0
"604",20529,"barter 6","young thug","http://pitchfork.com/reviews/albums/20529-barter-6/",8.4,1,"meaghan garvey","contributor",2015-04-24,4,24,4,2015,2015,0
"605",17672,"wondrous bughouse","youth lagoon","http://pitchfork.com/reviews/albums/17672-youth-lagoon-wondrous-bughouse/",8.7,1,"ian cohen","contributor",2013-03-04,0,4,3,2013,2013,0
"606",15873,"the year of hibernation","youth lagoon","http://pitchfork.com/reviews/albums/15873-the-year-of-hibernation/",8.4,1,"mark richardson","executive editor",2011-09-29,3,29,9,2011,2011,0
